r_date,date,brand,day_of_week,cnt
2013-03-16,69.0,2,,
2013-03-16,69.0,3,6.0,33.0
2013-03-16,69.0,4,,
2013-03-16,69.0,5,,
2013-03-16,69.0,6,6.0,6.0
2013-03-16,69.0,7,,
2013-03-16,69.0,8,,
2013-03-16,69.0,9,6.0,46.0
2013-03-16,69.0,10,6.0,26.0
2013-03-17,70.0,1,7.0,54.0
2013-03-17,70.0,2,,
2013-03-17,70.0,3,,
2013-03-17,70.0,4,,
2013-03-17,70.0,5,,
2013-03-17,70.0,6,7.0,5.0
2013-03-17,70.0,7,,
2013-03-17,70.0,8,,
2013-03-17,70.0,9,,
2013-03-17,70.0,10,,
2013-03-18,71.0,1,1.0,474.0
2013-03-18,71.0,2,1.0,27.0
2013-03-18,71.0,3,1.0,131.0
2013-03-18,71.0,4,1.0,470.0
2013-03-18,71.0,5,,
2013-03-18,71.0,6,1.0,143.0
2013-03-18,71.0,7,1.0,180.0
2013-03-18,71.0,8,1.0,25.0
2013-03-18,71.0,9,1.0,466.0
2013-03-18,71.0,10,1.0,391.0
2013-03-19,72.0,1,2.0,437.0
2013-03-19,72.0,2,2.0,199.0
2013-03-19,72.0,3,2.0,229.0
2013-03-19,72.0,4,2.0,457.0
2013-03-19,72.0,5,,
2013-03-19,72.0,6,2.0,143.0
2013-03-19,72.0,7,2.0,161.0
2013-03-19,72.0,8,2.0,32.0
2013-03-19,72.0,9,2.0,598.0
2013-03-19,72.0,10,2.0,335.0
2013-03-20,73.0,1,3.0,262.0
2013-03-20,73.0,2,3.0,186.0
2013-03-20,73.0,3,3.0,244.0
2013-03-20,73.0,4,3.0,346.0
2013-03-20,73.0,5,,
2013-03-20,73.0,6,3.0,100.0
2013-03-20,73.0,7,3.0,240.0
2013-03-20,73.0,8,,
2013-03-20,73.0,9,3.0,358.0
2013-03-20,73.0,10,3.0,240.0
2013-03-21,74.0,1,4.0,229.0
2013-03-21,74.0,2,4.0,243.0
2013-03-21,74.0,3,4.0,192.0
2013-03-21,74.0,4,4.0,367.0
2013-03-21,74.0,5,,
2013-03-21,74.0,6,4.0,126.0
2013-03-21,74.0,7,4.0,142.0
2013-03-21,74.0,8,4.0,70.0
2013-03-21,74.0,9,4.0,259.0
2013-03-21,74.0,10,4.0,359.0
2013-03-22,75.0,1,5.0,374.0
2013-03-22,75.0,2,5.0,212.0
2013-03-22,75.0,3,5.0,157.0
2013-03-22,75.0,4,5.0,418.0
2013-03-22,75.0,5,,
2013-03-22,75.0,6,5.0,95.0
2013-03-22,75.0,7,5.0,154.0
2013-03-22,75.0,8,,
2013-03-22,75.0,9,5.0,209.0
2013-03-22,75.0,10,5.0,371.0
2013-03-23,76.0,1,6.0,31.0
2013-03-23,76.0,2,,
2013-03-23,76.0,3,,
2013-03-23,76.0,4,6.0,44.0
2013-03-23,76.0,5,,
2013-03-23,76.0,6,,
2013-03-23,76.0,7,6.0,64.0
2013-03-23,76.0,8,,
2013-03-23,76.0,9,6.0,15.0
2013-03-23,76.0,10,6.0,51.0
2013-03-24,77.0,1,7.0,27.0
2013-03-24,77.0,2,,
2013-03-24,77.0,3,,
2013-03-24,77.0,4,,
2013-03-24,77.0,5,,
2013-03-24,77.0,6,,
2013-03-24,77.0,7,,
2013-03-24,77.0,8,,
2013-03-24,77.0,9,,
2013-03-24,77.0,10,,
2013-03-25,78.0,1,1.0,274.0
2013-03-25,78.0,2,1.0,80.0
2013-03-25,78.0,3,1.0,209.0
2013-03-25,78.0,4,1.0,401.0
2013-03-25,78.0,5,,
2013-03-25,78.0,6,1.0,119.0
2013-03-25,78.0,7,1.0,257.0
2013-03-25,78.0,8,,
2013-03-25,78.0,9,1.0,246.0
2013-03-25,78.0,10,1.0,474.0
2013-03-26,79.0,1,2.0,312.0
2013-03-26,79.0,2,2.0,365.0
2013-03-26,79.0,3,2.0,229.0
2013-03-26,79.0,4,2.0,479.0
2013-03-26,79.0,5,,
2013-03-26,79.0,6,2.0,184.0
2013-03-26,79.0,7,2.0,161.0
2013-03-26,79.0,8,2.0,32.0
2013-03-26,79.0,9,2.0,322.0
2013-03-26,79.0,10,2.0,283.0
2013-03-27,80.0,1,3.0,291.0
2013-03-27,80.0,2,3.0,155.0
2013-03-27,80.0,3,3.0,61.0
2013-03-27,80.0,4,3.0,305.0
2013-03-27,80.0,5,,
2013-03-27,80.0,6,3.0,111.0
2013-03-27,80.0,7,3.0,240.0
2013-03-27,80.0,8,3.0,30.0
2013-03-27,80.0,9,3.0,272.0
2013-03-27,80.0,10,3.0,336.0
2013-03-28,81.0,1,4.0,252.0
2013-03-28,81.0,2,4.0,146.0
2013-03-28,81.0,3,4.0,168.0
2013-03-28,81.0,4,4.0,240.0
2013-03-28,81.0,5,,
2013-03-28,81.0,6,4.0,96.0
2013-03-28,81.0,7,4.0,142.0
2013-03-28,81.0,8,,
2013-03-28,81.0,9,4.0,225.0
2013-03-28,81.0,10,4.0,321.0
2013-03-29,82.0,1,5.0,299.0
2013-03-29,82.0,2,5.0,371.0
2013-03-29,82.0,3,5.0,340.0
2013-03-29,82.0,4,5.0,227.0
2013-03-29,82.0,5,,
2013-03-29,82.0,6,5.0,147.0
2013-03-29,82.0,7,5.0,283.0
2013-03-29,82.0,8,5.0,101.0
2013-03-29,82.0,9,5.0,344.0
2013-03-29,82.0,10,5.0,453.0
2013-03-30,83.0,1,6.0,62.0
2013-03-30,83.0,2,,
2013-03-30,83.0,3,,
2013-03-30,83.0,4,6.0,22.0
2013-03-30,83.0,5,,
2013-03-30,83.0,6,6.0,12.0
2013-03-30,83.0,7,,
2013-03-30,83.0,8,,
2013-03-30,83.0,9,6.0,92.0
2013-03-30,83.0,10,6.0,26.0
2013-03-31,84.0,1,7.0,27.0
2013-03-31,84.0,2,,
2013-03-31,84.0,3,,
2013-03-31,84.0,4,,
2013-03-31,84.0,5,,
2013-03-31,84.0,6,,
2013-03-31,84.0,7,,
2013-03-31,84.0,8,,
2013-03-31,84.0,9,,
2013-03-31,84.0,10,7.0,22.0
2013-04-01,85.0,1,1.0,299.0
2013-04-01,85.0,2,1.0,186.0
2013-04-01,85.0,3,1.0,78.0
2013-04-01,85.0,4,1.0,157.0
2013-04-01,85.0,5,,
2013-04-01,85.0,6,1.0,86.0
2013-04-01,85.0,7,1.0,26.0
2013-04-01,85.0,8,1.0,25.0
2013-04-01,85.0,9,1.0,86.0
2013-04-01,85.0,10,1.0,144.0
2013-04-02,86.0,1,2.0,312.0
2013-04-02,86.0,2,2.0,431.0
2013-04-02,86.0,3,2.0,327.0
2013-04-02,86.0,4,2.0,501.0
2013-04-02,86.0,5,,
2013-04-02,86.0,6,2.0,160.0
2013-04-02,86.0,7,2.0,129.0
2013-04-02,86.0,8,2.0,63.0
2013-04-02,86.0,9,2.0,660.0
2013-04-02,86.0,10,2.0,592.0
2013-04-03,87.0,1,3.0,582.0
2013-04-03,87.0,2,3.0,464.0
2013-04-03,87.0,3,3.0,335.0
2013-04-03,87.0,4,3.0,366.0
2013-04-03,87.0,5,,
2013-04-03,87.0,6,3.0,166.0
2013-04-03,87.0,7,3.0,330.0
2013-04-03,87.0,8,3.0,59.0
2013-04-03,87.0,9,3.0,587.0
2013-04-03,87.0,10,3.0,577.0
2013-04-04,88.0,1,4.0,23.0
2013-04-04,88.0,2,,
2013-04-04,88.0,3,4.0,24.0
2013-04-04,88.0,4,4.0,16.0
2013-04-04,88.0,5,,
2013-04-04,88.0,6,,
2013-04-04,88.0,7,4.0,47.0
2013-04-04,88.0,8,,
2013-04-04,88.0,9,,
2013-04-04,88.0,10,,
2013-04-05,89.0,1,,
2013-04-05,89.0,2,,
2013-04-05,89.0,3,,
2013-04-05,89.0,4,5.0,17.0
2013-04-05,89.0,5,,
2013-04-05,89.0,6,,
2013-04-05,89.0,7,5.0,26.0
2013-04-05,89.0,8,,
2013-04-05,89.0,9,5.0,12.0
2013-04-05,89.0,10,5.0,21.0
2013-04-06,90.0,1,,
2013-04-06,90.0,2,,
2013-04-06,90.0,3,,
2013-04-06,90.0,4,,
2013-04-06,90.0,5,,
2013-04-06,90.0,6,6.0,6.0
2013-04-06,90.0,7,,
2013-04-06,90.0,8,,
2013-04-06,90.0,9,,
2013-04-06,90.0,10,,
2013-04-07,91.0,1,7.0,324.0
2013-04-07,91.0,2,7.0,287.0
2013-04-07,91.0,3,7.0,198.0
2013-04-07,91.0,4,7.0,415.0
2013-04-07,91.0,5,,
2013-04-07,91.0,6,7.0,103.0
2013-04-07,91.0,7,7.0,167.0
2013-04-07,91.0,8,,
2013-04-07,91.0,9,7.0,359.0
2013-04-07,91.0,10,7.0,491.0
2013-04-08,92.0,1,1.0,349.0
2013-04-08,92.0,2,1.0,159.0
2013-04-08,92.0,3,1.0,26.0
2013-04-08,92.0,4,1.0,453.0
2013-04-08,92.0,5,,
2013-04-08,92.0,6,1.0,71.0
2013-04-08,92.0,7,1.0,180.0
2013-04-08,92.0,8,1.0,101.0
2013-04-08,92.0,9,1.0,552.0
2013-04-08,92.0,10,1.0,309.0
2013-04-09,93.0,1,2.0,374.0
2013-04-09,93.0,2,2.0,265.0
2013-04-09,93.0,3,2.0,196.0
2013-04-09,93.0,4,2.0,327.0
2013-04-09,93.0,5,,
2013-04-09,93.0,6,2.0,166.0
2013-04-09,93.0,7,2.0,290.0
2013-04-09,93.0,8,,
2013-04-09,93.0,9,2.0,399.0
2013-04-09,93.0,10,2.0,798.0
2013-04-10,94.0,1,3.0,233.0
2013-04-10,94.0,2,3.0,217.0
2013-04-10,94.0,3,3.0,91.0
2013-04-10,94.0,4,3.0,264.0
2013-04-10,94.0,5,,
2013-04-10,94.0,6,3.0,172.0
2013-04-10,94.0,7,3.0,150.0
2013-04-10,94.0,8,,
2013-04-10,94.0,9,3.0,401.0
2013-04-10,94.0,10,3.0,529.0
2013-04-11,95.0,1,4.0,252.0
2013-04-11,95.0,2,4.0,195.0
2013-04-11,95.0,3,4.0,144.0
2013-04-11,95.0,4,4.0,112.0
2013-04-11,95.0,5,,
2013-04-11,95.0,6,4.0,96.0
2013-04-11,95.0,7,4.0,71.0
2013-04-11,95.0,8,4.0,46.0
2013-04-11,95.0,9,4.0,248.0
2013-04-11,95.0,10,4.0,321.0
2013-04-12,96.0,1,5.0,274.0
2013-04-12,96.0,2,5.0,159.0
2013-04-12,96.0,3,5.0,131.0
2013-04-12,96.0,4,5.0,279.0
2013-04-12,96.0,5,,
2013-04-12,96.0,6,5.0,185.0
2013-04-12,96.0,7,5.0,154.0
2013-04-12,96.0,8,5.0,25.0
2013-04-12,96.0,9,5.0,368.0
2013-04-12,96.0,10,5.0,432.0
2013-04-13,97.0,1,,
2013-04-13,97.0,2,,
2013-04-13,97.0,3,,
2013-04-13,97.0,4,,
2013-04-13,97.0,5,,
2013-04-13,97.0,6,6.0,12.0
2013-04-13,97.0,7,,
2013-04-13,97.0,8,,
2013-04-13,97.0,9,6.0,46.0
2013-04-13,97.0,10,6.0,26.0
2013-04-14,,1,,
2013-04-14,,2,,
2013-04-14,,3,,
2013-04-14,,4,,
2013-04-14,,5,,
2013-04-14,,6,,
2013-04-14,,7,,
2013-04-14,,8,,
2013-04-14,,9,,
2013-04-14,,10,,
2013-04-15,98.0,1,1.0,449.0
2013-04-15,98.0,2,1.0,159.0
2013-04-15,98.0,3,1.0,209.0
2013-04-15,98.0,4,1.0,488.0
2013-04-15,98.0,5,,
2013-04-15,98.0,6,1.0,195.0
2013-04-15,98.0,7,1.0,129.0
2013-04-15,98.0,8,,
2013-04-15,98.0,9,1.0,417.0
2013-04-15,98.0,10,1.0,577.0
2013-04-16,99.0,1,2.0,343.0
2013-04-16,99.0,2,2.0,199.0
2013-04-16,99.0,3,2.0,327.0
2013-04-16,99.0,4,2.0,523.0
2013-04-16,99.0,5,,
2013-04-16,99.0,6,2.0,178.0
2013-04-16,99.0,7,2.0,129.0
2013-04-16,99.0,8,2.0,32.0
2013-04-16,99.0,9,2.0,292.0
2013-04-16,99.0,10,2.0,463.0
2013-04-17,100.0,1,3.0,175.0
2013-04-17,100.0,2,3.0,248.0
2013-04-17,100.0,3,3.0,122.0
2013-04-17,100.0,4,3.0,346.0
2013-04-17,100.0,5,,
2013-04-17,100.0,6,3.0,139.0
2013-04-17,100.0,7,3.0,240.0
2013-04-17,100.0,8,3.0,89.0
2013-04-17,100.0,9,3.0,329.0
2013-04-17,100.0,10,3.0,577.0
2013-04-18,101.0,1,4.0,252.0
2013-04-18,101.0,2,4.0,122.0
2013-04-18,101.0,3,4.0,144.0
2013-04-18,101.0,4,4.0,367.0
2013-04-18,101.0,5,,
2013-04-18,101.0,6,4.0,113.0
2013-04-18,101.0,7,4.0,189.0
2013-04-18,101.0,8,,
2013-04-18,101.0,9,4.0,270.0
2013-04-18,101.0,10,4.0,340.0
2013-04-19,102.0,1,5.0,175.0
2013-04-19,102.0,2,5.0,80.0
2013-04-19,102.0,3,5.0,131.0
2013-04-19,102.0,4,5.0,314.0
2013-04-19,102.0,5,,
2013-04-19,102.0,6,5.0,95.0
2013-04-19,102.0,7,5.0,77.0
2013-04-19,102.0,8,,
2013-04-19,102.0,9,5.0,344.0
2013-04-19,102.0,10,5.0,432.0
2013-04-20,103.0,1,,
2013-04-20,103.0,2,6.0,33.0
2013-04-20,103.0,3,6.0,33.0
2013-04-20,103.0,4,6.0,22.0
2013-04-20,103.0,5,,
2013-04-20,103.0,6,,
2013-04-20,103.0,7,6.0,32.0
2013-04-20,103.0,8,,
2013-04-20,103.0,9,6.0,15.0
2013-04-20,103.0,10,,
2013-04-21,104.0,1,7.0,27.0
2013-04-21,104.0,2,,
2013-04-21,104.0,3,,
2013-04-21,104.0,4,,
2013-04-21,104.0,5,,
2013-04-21,104.0,6,7.0,15.0
2013-04-21,104.0,7,7.0,84.0
2013-04-21,104.0,8,,
2013-04-21,104.0,9,7.0,27.0
2013-04-21,104.0,10,7.0,22.0
2013-04-22,105.0,1,1.0,399.0
2013-04-22,105.0,2,1.0,212.0
2013-04-22,105.0,3,1.0,157.0
2013-04-22,105.0,4,1.0,540.0
2013-04-22,105.0,5,,
2013-04-22,105.0,6,1.0,143.0
2013-04-22,105.0,7,1.0,335.0
2013-04-22,105.0,8,,
2013-04-22,105.0,9,1.0,430.0
2013-04-22,105.0,10,1.0,597.0
2013-04-23,106.0,1,2.0,281.0
2013-04-23,106.0,2,2.0,166.0
2013-04-23,106.0,3,2.0,65.0
2013-04-23,106.0,4,2.0,261.0
2013-04-23,106.0,5,,
2013-04-23,106.0,6,2.0,148.0
2013-04-23,106.0,7,2.0,354.0
2013-04-23,106.0,8,2.0,63.0
2013-04-23,106.0,9,2.0,322.0
2013-04-23,106.0,10,2.0,360.0
2013-04-24,107.0,1,3.0,407.0
2013-04-24,107.0,2,3.0,186.0
2013-04-24,107.0,3,3.0,91.0
2013-04-24,107.0,4,3.0,244.0
2013-04-24,107.0,5,,
2013-04-24,107.0,6,3.0,89.0
2013-04-24,107.0,7,3.0,180.0
2013-04-24,107.0,8,,
2013-04-24,107.0,9,3.0,258.0
2013-04-24,107.0,10,3.0,360.0
2013-04-25,108.0,1,4.0,137.0
2013-04-25,108.0,2,4.0,170.0
2013-04-25,108.0,3,4.0,216.0
2013-04-25,108.0,4,4.0,319.0
2013-04-25,108.0,5,,
2013-04-25,108.0,6,4.0,100.0
2013-04-25,108.0,7,4.0,165.0
2013-04-25,108.0,8,,
2013-04-25,108.0,9,4.0,315.0
2013-04-25,108.0,10,4.0,283.0
2013-04-26,109.0,1,5.0,249.0
2013-04-26,109.0,2,5.0,159.0
2013-04-26,109.0,3,5.0,105.0
2013-04-26,109.0,4,5.0,314.0
2013-04-26,109.0,5,,
2013-04-26,109.0,6,5.0,133.0
2013-04-26,109.0,7,5.0,154.0
2013-04-26,109.0,8,5.0,25.0
2013-04-26,109.0,9,5.0,577.0
2013-04-26,109.0,10,5.0,556.0
2013-04-27,110.0,1,6.0,343.0
2013-04-27,110.0,2,6.0,199.0
2013-04-27,110.0,3,6.0,163.0
2013-04-27,110.0,4,6.0,131.0
2013-04-27,110.0,5,,
2013-04-27,110.0,6,6.0,119.0
2013-04-27,110.0,7,6.0,225.0
2013-04-27,110.0,8,,
2013-04-27,110.0,9,6.0,537.0
2013-04-27,110.0,10,6.0,360.0
2013-04-28,111.0,1,7.0,243.0
2013-04-28,111.0,2,7.0,172.0
2013-04-28,111.0,3,7.0,113.0
2013-04-28,111.0,4,7.0,245.0
2013-04-28,111.0,5,,
2013-04-28,111.0,6,7.0,113.0
2013-04-28,111.0,7,7.0,167.0
2013-04-28,111.0,8,,
2013-04-28,111.0,9,7.0,306.0
2013-04-28,111.0,10,7.0,781.0
2013-04-29,112.0,1,,
2013-04-29,112.0,2,1.0,27.0
2013-04-29,112.0,3,,
2013-04-29,112.0,4,1.0,35.0
2013-04-29,112.0,5,,
2013-04-29,112.0,6,,
2013-04-29,112.0,7,1.0,26.0
2013-04-29,112.0,8,,
2013-04-29,112.0,9,1.0,12.0
2013-04-29,112.0,10,,
2013-04-30,113.0,1,,
2013-04-30,113.0,2,,
2013-04-30,113.0,3,,
2013-04-30,113.0,4,,
2013-04-30,113.0,5,,
2013-04-30,113.0,6,2.0,6.0
2013-04-30,113.0,7,,
2013-04-30,113.0,8,,
2013-04-30,113.0,9,,
2013-04-30,113.0,10,,
2013-05-01,114.0,1,,
2013-05-01,114.0,2,,
2013-05-01,114.0,3,,
2013-05-01,114.0,4,,
2013-05-01,114.0,5,,
2013-05-01,114.0,6,3.0,11.0
2013-05-01,114.0,7,,
2013-05-01,114.0,8,,
2013-05-01,114.0,9,,
2013-05-01,114.0,10,,
2013-05-02,115.0,1,4.0,617.0
2013-05-02,115.0,2,4.0,292.0
2013-05-02,115.0,3,4.0,144.0
2013-05-02,115.0,4,4.0,607.0
2013-05-02,115.0,5,,
2013-05-02,115.0,6,4.0,213.0
2013-05-02,115.0,7,4.0,71.0
2013-05-02,115.0,8,4.0,70.0
2013-05-02,115.0,9,4.0,608.0
2013-05-02,115.0,10,4.0,755.0
2013-05-03,116.0,1,5.0,399.0
2013-05-03,116.0,2,5.0,133.0
2013-05-03,116.0,3,5.0,183.0
2013-05-03,116.0,4,5.0,488.0
2013-05-03,116.0,5,,
2013-05-03,116.0,6,5.0,124.0
2013-05-03,116.0,7,5.0,206.0
2013-05-03,116.0,8,5.0,76.0
2013-05-03,116.0,9,5.0,356.0
2013-05-03,116.0,10,5.0,288.0
2013-05-04,117.0,1,6.0,31.0
2013-05-04,117.0,2,,
2013-05-04,117.0,3,,
2013-05-04,117.0,4,,
2013-05-04,117.0,5,,
2013-05-04,117.0,6,6.0,12.0
2013-05-04,117.0,7,6.0,32.0
2013-05-04,117.0,8,,
2013-05-04,117.0,9,6.0,15.0
2013-05-04,117.0,10,6.0,26.0
2013-05-05,118.0,1,,
2013-05-05,118.0,2,,
2013-05-05,118.0,3,,
2013-05-05,118.0,4,,
2013-05-05,118.0,5,,
2013-05-05,118.0,6,,
2013-05-05,118.0,7,,
2013-05-05,118.0,8,,
2013-05-05,118.0,9,7.0,13.0
2013-05-05,118.0,10,,
2013-05-06,119.0,1,1.0,374.0
2013-05-06,119.0,2,1.0,371.0
2013-05-06,119.0,3,1.0,209.0
2013-05-06,119.0,4,1.0,488.0
2013-05-06,119.0,5,,
2013-05-06,119.0,6,1.0,181.0
2013-05-06,119.0,7,1.0,103.0
2013-05-06,119.0,8,1.0,25.0
2013-05-06,119.0,9,1.0,503.0
2013-05-06,119.0,10,1.0,597.0
2013-05-07,120.0,1,2.0,312.0
2013-05-07,120.0,2,2.0,464.0
2013-05-07,120.0,3,2.0,392.0
2013-05-07,120.0,4,2.0,544.0
2013-05-07,120.0,5,,
2013-05-07,120.0,6,2.0,184.0
2013-05-07,120.0,7,2.0,161.0
2013-05-07,120.0,8,2.0,32.0
2013-05-07,120.0,9,2.0,460.0
2013-05-07,120.0,10,2.0,669.0
2013-05-08,121.0,1,3.0,146.0
2013-05-08,121.0,2,3.0,279.0
2013-05-08,121.0,3,3.0,335.0
2013-05-08,121.0,4,3.0,468.0
2013-05-08,121.0,5,,
2013-05-08,121.0,6,3.0,166.0
2013-05-08,121.0,7,3.0,270.0
2013-05-08,121.0,8,3.0,59.0
2013-05-08,121.0,9,3.0,315.0
2013-05-08,121.0,10,3.0,769.0
2013-05-09,122.0,1,4.0,183.0
2013-05-09,122.0,2,4.0,97.0
2013-05-09,122.0,3,4.0,72.0
2013-05-09,122.0,4,4.0,303.0
2013-05-09,122.0,5,,
2013-05-09,122.0,6,4.0,87.0
2013-05-09,122.0,7,4.0,283.0
2013-05-09,122.0,8,4.0,46.0
2013-05-09,122.0,9,4.0,315.0
2013-05-09,122.0,10,4.0,264.0
2013-05-10,123.0,1,5.0,299.0
2013-05-10,123.0,2,5.0,212.0
2013-05-10,123.0,3,5.0,261.0
2013-05-10,123.0,4,5.0,261.0
2013-05-10,123.0,5,,
2013-05-10,123.0,6,5.0,176.0
2013-05-10,123.0,7,5.0,129.0
2013-05-10,123.0,8,,
2013-05-10,123.0,9,5.0,368.0
2013-05-10,123.0,10,5.0,556.0
2013-05-11,124.0,1,6.0,31.0
2013-05-11,124.0,2,,
2013-05-11,124.0,3,,
2013-05-11,124.0,4,6.0,22.0
2013-05-11,124.0,5,,
2013-05-11,124.0,6,6.0,71.0
2013-05-11,124.0,7,,
2013-05-11,124.0,8,,
2013-05-11,124.0,9,6.0,46.0
2013-05-11,124.0,10,6.0,51.0
2013-05-12,125.0,1,7.0,54.0
2013-05-12,125.0,2,,
2013-05-12,125.0,3,,
2013-05-12,125.0,4,,
2013-05-12,125.0,5,,
2013-05-12,125.0,6,,
2013-05-12,125.0,7,,
2013-05-12,125.0,8,,
2013-05-12,125.0,9,,
2013-05-12,125.0,10,,
2013-05-13,126.0,1,1.0,399.0
2013-05-13,126.0,2,1.0,265.0
2013-05-13,126.0,3,1.0,287.0
2013-05-13,126.0,4,1.0,348.0
2013-05-13,126.0,5,,
2013-05-13,126.0,6,1.0,128.0
2013-05-13,126.0,7,1.0,129.0
2013-05-13,126.0,8,1.0,25.0
2013-05-13,126.0,9,1.0,270.0
2013-05-13,126.0,10,1.0,618.0
2013-05-14,127.0,1,2.0,249.0
2013-05-14,127.0,2,2.0,398.0
2013-05-14,127.0,3,2.0,163.0
2013-05-14,127.0,4,2.0,414.0
2013-05-14,127.0,5,,
2013-05-14,127.0,6,2.0,113.0
2013-05-14,127.0,7,2.0,354.0
2013-05-14,127.0,8,,
2013-05-14,127.0,9,2.0,445.0
2013-05-14,127.0,10,2.0,541.0
2013-05-15,128.0,1,3.0,233.0
2013-05-15,128.0,2,3.0,217.0
2013-05-15,128.0,3,3.0,396.0
2013-05-15,128.0,4,3.0,346.0
2013-05-15,128.0,5,,
2013-05-15,128.0,6,3.0,133.0
2013-05-15,128.0,7,3.0,210.0
2013-05-15,128.0,8,,
2013-05-15,128.0,9,3.0,258.0
2013-05-15,128.0,10,3.0,529.0
2013-05-16,129.0,1,4.0,229.0
2013-05-16,129.0,2,4.0,195.0
2013-05-16,129.0,3,4.0,96.0
2013-05-16,129.0,4,4.0,176.0
2013-05-16,129.0,5,,
2013-05-16,129.0,6,4.0,91.0
2013-05-16,129.0,7,4.0,236.0
2013-05-16,129.0,8,,
2013-05-16,129.0,9,4.0,248.0
2013-05-16,129.0,10,4.0,359.0
2013-05-17,130.0,1,5.0,274.0
2013-05-17,130.0,2,5.0,186.0
2013-05-17,130.0,3,5.0,183.0
2013-05-17,130.0,4,5.0,505.0
2013-05-17,130.0,5,,
2013-05-17,130.0,6,5.0,138.0
2013-05-17,130.0,7,5.0,335.0
2013-05-17,130.0,8,5.0,25.0
2013-05-17,130.0,9,5.0,381.0
2013-05-17,130.0,10,5.0,556.0
2013-05-18,131.0,1,,
2013-05-18,131.0,2,6.0,33.0
2013-05-18,131.0,3,,
2013-05-18,131.0,4,6.0,22.0
2013-05-18,131.0,5,,
2013-05-18,131.0,6,6.0,12.0
2013-05-18,131.0,7,6.0,32.0
2013-05-18,131.0,8,,
2013-05-18,131.0,9,6.0,61.0
2013-05-18,131.0,10,,
2013-05-19,,1,,
2013-05-19,,2,,
2013-05-19,,3,,
2013-05-19,,4,,
2013-05-19,,5,,
2013-05-19,,6,,
2013-05-19,,7,,
2013-05-19,,8,,
2013-05-19,,9,,
2013-05-19,,10,,
2013-05-20,132.0,1,1.0,349.0
2013-05-20,132.0,2,1.0,133.0
2013-05-20,132.0,3,1.0,261.0
2013-05-20,132.0,4,1.0,366.0
2013-05-20,132.0,5,,
2013-05-20,132.0,6,1.0,81.0
2013-05-20,132.0,7,1.0,257.0
2013-05-20,132.0,8,1.0,51.0
2013-05-20,132.0,9,1.0,393.0
2013-05-20,132.0,10,1.0,535.0
2013-05-21,133.0,1,2.0,249.0
2013-05-21,133.0,2,2.0,332.0
2013-05-21,133.0,3,2.0,229.0
2013-05-21,133.0,4,2.0,370.0
2013-05-21,133.0,5,,
2013-05-21,133.0,6,2.0,214.0
2013-05-21,133.0,7,2.0,418.0
2013-05-21,133.0,8,,
2013-05-21,133.0,9,2.0,353.0
2013-05-21,133.0,10,2.0,669.0
2013-05-22,134.0,1,3.0,407.0
2013-05-22,134.0,2,3.0,836.0
2013-05-22,134.0,3,3.0,793.0
2013-05-22,134.0,4,3.0,488.0
2013-05-22,134.0,5,,
2013-05-22,134.0,6,3.0,704.0
2013-05-22,134.0,7,3.0,871.0
2013-05-22,134.0,8,3.0,89.0
2013-05-22,134.0,9,3.0,1146.0
2013-05-22,134.0,10,3.0,1730.0
2013-05-23,135.0,1,4.0,252.0
2013-05-23,135.0,2,4.0,389.0
2013-05-23,135.0,3,4.0,335.0
2013-05-23,135.0,4,4.0,176.0
2013-05-23,135.0,5,,
2013-05-23,135.0,6,4.0,305.0
2013-05-23,135.0,7,4.0,495.0
2013-05-23,135.0,8,,
2013-05-23,135.0,9,4.0,563.0
2013-05-23,135.0,10,4.0,566.0
2013-05-24,136.0,1,5.0,225.0
2013-05-24,136.0,2,5.0,212.0
2013-05-24,136.0,3,5.0,340.0
2013-05-24,136.0,4,5.0,174.0
2013-05-24,136.0,5,,
2013-05-24,136.0,6,5.0,157.0
2013-05-24,136.0,7,5.0,412.0
2013-05-24,136.0,8,5.0,51.0
2013-05-24,136.0,9,5.0,381.0
2013-05-24,136.0,10,5.0,638.0
2013-05-25,137.0,1,6.0,31.0
2013-05-25,137.0,2,,
2013-05-25,137.0,3,6.0,65.0
2013-05-25,137.0,4,,
2013-05-25,137.0,5,,
2013-05-25,137.0,6,6.0,18.0
2013-05-25,137.0,7,,
2013-05-25,137.0,8,,
2013-05-25,137.0,9,6.0,153.0
2013-05-25,137.0,10,6.0,51.0
2013-05-26,138.0,1,,
2013-05-26,138.0,2,,
2013-05-26,138.0,3,,
2013-05-26,138.0,4,,
2013-05-26,138.0,5,,
2013-05-26,138.0,6,,
2013-05-26,138.0,7,,
2013-05-26,138.0,8,,
2013-05-26,138.0,9,7.0,13.0
2013-05-26,138.0,10,,
2013-05-27,139.0,1,1.0,374.0
2013-05-27,139.0,2,1.0,186.0
2013-05-27,139.0,3,1.0,105.0
2013-05-27,139.0,4,1.0,401.0
2013-05-27,139.0,5,,
2013-05-27,139.0,6,1.0,133.0
2013-05-27,139.0,7,1.0,232.0
2013-05-27,139.0,8,1.0,51.0
2013-05-27,139.0,9,1.0,491.0
2013-05-27,139.0,10,1.0,432.0
2013-05-28,140.0,1,2.0,437.0
2013-05-28,140.0,2,2.0,265.0
2013-05-28,140.0,3,2.0,196.0
2013-05-28,140.0,4,2.0,436.0
2013-05-28,140.0,5,,
2013-05-28,140.0,6,2.0,232.0
2013-05-28,140.0,7,2.0,129.0
2013-05-28,140.0,8,,
